Cluster_hmmer	New_prot_name	Names	Names2	Names3	start	end	strand	Mean_cov_depth_candidat	Median_cov_depth_candidat	Mean_GC_candidat	pvalue_cov_mean	pvalue_cov_median	Median_cov_depth_BUSCO	Mean_cov_depth_BUSCO	Mean_GC_BUSCO	FDR_cov_global	FDR_pvalue_cov_mean	FDR_pvalue_cov_median	Scaffold_name	Scaffold_score	Cluster_blast	Event	Nsp_MRCA	Nloc	Nsp	Pseudogenized	evalue	bits	Mean_dNdS	Pvalue_dNdS	SE_dNdS	Cynip_count	Filamentous_count	Best_hit_ORF_perc	Number_unique_Names2	Nb_duplicated	Ratio_duplicated_unique	Length	query	target	pident	alnlen	mismatch	gapopen	tstart	tend	qstart	qend	qlen	tlen	tcov	qcov	index	start-end	Overlapp_group	Tot_length	count_duplicate_overlapp	New_overlapping_group	len	Species_name	Species_scaffold_name	ORF_query	ORF_target	ORF_start	ORF_end	ORF_strand	Overlapp_ORF_EVEs	ORF_perc	ORF_overlapp_group	Best_hit_length	Virus_count	Scaffold_and_Species_name	euk_count	Metaeuk_vote	repeat_count	euk_count_plus_repeat	Names_bis	Tips4dNdS.array	Boot	Nsp_losses	Synteny_PASS2	Scaffold_length
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	P41452_AcMNPV	AcMNPV	P41452_AcMNPV												True			P41452_AcMNPV		Cluster91_redefined						0.0	1821.0				6.0	7.0		47.0	16.0	0.3404255319148936	877.0	P41452_AcMNPV	A0A193DTX8_AcMNPV	98.5	876.0	13.0	0.0	1.0	876.0	1.0	876.0	877.0	0.999	0.999	877.0								P41452_AcMNPV											29.0	P41452_AcMNPV:P41452_AcMNPV	0.0	no	0.0	0.0	P41452_AcMNPV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	PcFV_scaffold_2714_orf002	PcFV	PcFV_scaffold_2714_orf002	1080	4265	+									True			scaffold_2714		Cluster91_redefined						4.501000000000001e-131	443.0				6.0	7.0		47.0	16.0	0.3404255319148936	1062.0	PcFV_scaffold_2714_orf002	PHTE01000169.1:130794-133751(-):Leptopilina_boulardi_GCA_011634795	29.1	1040.0	693.0	0.0	9.0	986.0	19.0	1058.0	1062.0	0.992	0.979	986.0								PcFV											29.0	PcFV_scaffold_2714_orf002:PcFV_scaffold_2714_orf002	0.0	no	0.0	0.0	PcFV_scaffold_2714_orf002					17552.0
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	PHTE01000169.1:130794-133751(-):Leptopilina_boulardi_GCA_011634795	Leptopilina_boulardi_GCA_011634795	PHTE01000169.1:130787-133769(-):Leptopilina_boulardi_GCA_011634795 [ORF]	130794	133751										True			PHTE01000169.1		Cluster91_redefined					no	2.1409999999999997e-239	762.0				6.0	7.0	0.9395085066162572	47.0	16.0	0.3404255319148936	986.0	PHTE01000169.1:130794-133751(-):Leptopilina_boulardi_GCA_011634795	AQQ80016_LbFV	43.3	994.0	548.0	0.0	48.0	1041.0	10.0	977.0	986.0	1049.0	0.948	0.982	4299.0	130794-133751	463.0	2957.0	1.0	G462	2957.0	Leptopilina_boulardi_GCA_011634795	Leptopilina_boulardi_GCA_011634795:PHTE01000169.1	PHTE01000169.1:130794-133751(-):Leptopilina_boulardi_GCA_011634795	"Leptopilina_boulardi_GCA_011634795:PHTE01000169.1_ORF.367;130787-133769(-)"	130787.0	133769.0	-	yes-inside	1.0084545147108557	625.0	1058.0	29.0	Leptopilina_boulardi_GCA_011634795:PHTE01000169.1	0.0	no	6.0	6.0	PHTE01000169.1_130787-133769_-__Leptopilina_boulardi_GCA_011634795					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	PoFV_scaffold_1254_orf004	PoFV	PoFV_scaffold_1254_orf004	1670	5485	+									True			scaffold_1254		Cluster91_redefined						0.0	2466.0				6.0	7.0		47.0	16.0	0.3404255319148936	1272.0	PoFV_scaffold_1254_orf004	scaffold_1254:1670-5482(+):Platygaster_orseoliae	92.7	1271.0	93.0	0.0	1.0	1271.0	1.0	1271.0	1272.0	1.0	0.999	1271.0								PoFV											29.0	PoFV_scaffold_1254_orf004:PoFV_scaffold_1254_orf004	0.0	no	0.0	0.0	PoFV_scaffold_1254_orf004					20072.0
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	PQAT01003612.1:3543-6542(+):Leptopilina_boulardi_GCA_003121605	Leptopilina_boulardi_GCA_003121605	PQAT01003612.1:3563-6545(+):Leptopilina_boulardi_GCA_003121605 [ORF]	3543	6542										True			PQAT01003612.1		Cluster91_redefined					no	3.5589999999999998e-239	762.0				6.0	7.0	0.935969868173258	47.0	16.0	0.3404255319148936	1000.0	PQAT01003612.1:3543-6542(+):Leptopilina_boulardi_GCA_003121605	AQQ80016_LbFV	43.3	994.0	548.0	0.0	48.0	1041.0	23.0	990.0	1000.0	1049.0	0.948	0.968	4256.0	3543-6542	464.0	2999.0	2.0	G463	2999.0	Leptopilina_boulardi_GCA_003121605	Leptopilina_boulardi_GCA_003121605:PQAT01003612.1	PQAT01003612.1:3543-6542(+):Leptopilina_boulardi_GCA_003121605	"Leptopilina_boulardi_GCA_003121605:PQAT01003612.1_ORF.4;3563-6545(+)"	3563.0	6545.0	+	yes-left	0.9943314438146048	691.0	1062.0	29.0	Leptopilina_boulardi_GCA_003121605:PQAT01003612.1	0.0	no	0.0	0.0	PQAT01003612.1_3563-6545_+__Leptopilina_boulardi_GCA_003121605					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	Q6JK79_NeseNPV	NeseNPV	Q6JK79_NeseNPV												True			Q6JK79_NeseNPV		Cluster91_redefined						1.03e-128	431.0				6.0	7.0		47.0	16.0	0.3404255319148936	847.0	Q6JK79_NeseNPV	Q91ES4_CpV	32.0	870.0	573.0	0.0	4.0	873.0	3.0	846.0	847.0	874.0	0.995	0.996								Q6JK79_NeseNPV											29.0	Q6JK79_NeseNPV:Q6JK79_NeseNPV	0.0	no	0.0	0.0	Q6JK79_NeseNPV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	Q919P3_CuniNPV	CuniNPV	Q919P3_CuniNPV												True			Q919P3_CuniNPV		Cluster91_redefined						1.882e-57	216.0				6.0	7.0		47.0	16.0	0.3404255319148936	923.0	Q919P3_CuniNPV	Q91ES4_CpV	21.5	874.0	670.0	0.0	17.0	871.0	25.0	898.0	923.0	874.0	0.978	0.947								Q919P3_CuniNPV											29.0	Q919P3_CuniNPV:Q919P3_CuniNPV	0.0	no	0.0	0.0	Q919P3_CuniNPV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	Q91ES4_CpV	CpV	Q91ES4_CpV												True			Q91ES4_CpV		Cluster91_redefined						7.623999999999999e-262	822.0				6.0	7.0		47.0	16.0	0.3404255319148936	874.0	Q91ES4_CpV	Q9YMS3_LdMNPV	51.0	866.0	423.0	0.0	4.0	867.0	3.0	868.0	874.0	0.987	0.991	875.0								Q91ES4_CpV											29.0	Q91ES4_CpV:Q91ES4_CpV	0.0	no	0.0	0.0	Q91ES4_CpV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	Q9YMS3_LdMNPV	LdMNPV	Q9YMS3_LdMNPV												True			Q9YMS3_LdMNPV		Cluster91_redefined						0.0	1062.0				6.0	7.0		47.0	16.0	0.3404255319148936	875.0	Q9YMS3_LdMNPV	P41452_AcMNPV	62.0	876.0	331.0	0.0	1.0	876.0	1.0	872.0	875.0	877.0	0.999	0.997								Q9YMS3_LdMNPV											29.0	Q9YMS3_LdMNPV:Q9YMS3_LdMNPV	0.0	no	0.0	0.0	Q9YMS3_LdMNPV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	QYUB01249774.1:5650-8691(+):Leptopilina_heterotoma_GCA_009025955.1	Leptopilina_heterotoma_GCA_009025955	QYUB01249774.1:5646-8694(+):Leptopilina_heterotoma_GCA_009025955.1 [ORF]	5650	8691										True			QYUB01249774.1		Cluster91_redefined					no	2.191e-236	754.0				6.0	7.0	0.9566854990583804	47.0	16.0	0.3404255319148936	1014.0	QYUB01249774.1:5650-8691(+):Leptopilina_heterotoma_GCA_009025955	LhFV_contig_22485_orf005	41.9	1032.0	586.0	0.0	23.0	1054.0	5.0	1013.0	1014.0	1058.0	0.975	0.995	4239.0	5650-8691	465.0	3041.0	2.0	G464	3041.0	Leptopilina_heterotoma_GCA_009025955.1	Leptopilina_heterotoma_GCA_009025955:QYUB01249774.1	QYUB01249774.1:5650-8691(+):Leptopilina_heterotoma_GCA_009025955	"Leptopilina_heterotoma_GCA_009025955:QYUB01249774.1_ORF.2;5646-8694(+)"	5646.0	8694.0	+	yes-inside	1.0023018743834264	776.0	1062.0	29.0	Leptopilina_heterotoma_GCA_009025955.1:QYUB01249774.1	1.0	no	0.0	1.0	QYUB01249774.1_5646-8694_+__Leptopilina_heterotoma_GCA_009025955.1					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	QYUC01191425.1:19788-22829(-):Leptopilina_heterotoma_GCA_009026005	Leptopilina_heterotoma_GCA_009026005	QYUC01191425.1:19784-22832(-):Leptopilina_heterotoma_GCA_009026005 [ORF]	19788	22829										True			QYUC01191425.1		Cluster91_redefined					no	2.191e-236	754.0				6.0	7.0	0.9566854990583804	47.0	16.0	0.3404255319148936	1014.0	QYUC01191425.1:19788-22829(-):Leptopilina_heterotoma_GCA_009026005	LhFV_contig_22485_orf005	41.9	1032.0	586.0	0.0	23.0	1054.0	5.0	1013.0	1014.0	1058.0	0.975	0.995	4272.0	19788-22829	466.0	3041.0	2.0	G465	3041.0	Leptopilina_heterotoma_GCA_009026005	Leptopilina_heterotoma_GCA_009026005:QYUC01191425.1	QYUC01191425.1:19788-22829(-):Leptopilina_heterotoma_GCA_009026005	"Leptopilina_heterotoma_GCA_009026005:QYUC01191425.1_ORF.23;19784-22832(-)"	19784.0	22832.0	-	yes-inside	1.0023018743834264	807.0	1062.0	29.0	Leptopilina_heterotoma_GCA_009026005:QYUC01191425.1	1.0	no	0.0	1.0	QYUC01191425.1_19784-22832_-__Leptopilina_heterotoma_GCA_009026005					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	RICB01003593.1:13776-16817(-):Leptopilina_heterotoma_GCA_010016045	Leptopilina_heterotoma_GCA_010016045	RICB01003593.1:13772-16820(-):Leptopilina_heterotoma_GCA_010016045 [ORF]	13776	16817										True			RICB01003593.1		Cluster91_redefined					no	2.991e-236	754.0				6.0	7.0	0.9566854990583804	47.0	16.0	0.3404255319148936	1014.0	RICB01003593.1:13776-16817(-):Leptopilina_heterotoma_GCA_010016045	LhFV_contig_22485_orf005	41.8	1032.0	587.0	0.0	23.0	1054.0	5.0	1013.0	1014.0	1058.0	0.975	0.995	4290.0	13776-16817	467.0	3041.0	2.0	G466	3041.0	Leptopilina_heterotoma_GCA_010016045	Leptopilina_heterotoma_GCA_010016045:RICB01003593.1	RICB01003593.1:13776-16817(-):Leptopilina_heterotoma_GCA_010016045	"Leptopilina_heterotoma_GCA_010016045:RICB01003593.1_ORF.17;13772-16820(-)"	13772.0	16820.0	-	yes-inside	1.0023018743834264	840.0	1062.0	29.0	Leptopilina_heterotoma_GCA_010016045:RICB01003593.1	0.0	no	0.0	0.0	RICB01003593.1_13772-16820_-__Leptopilina_heterotoma_GCA_010016045					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold_103497:2-358(-):Platygaster_orseoliae	PoEFV	scaffold_103497:2-358(-):Platygaster_orseoliae	2	358										True			scaffold_103497		Cluster91_redefined					no	2.866e-31	115.0				6.0	7.0		47.0	16.0	0.3404255319148936	119.0	scaffold_103497:2-358(-):Platygaster_orseoliae	lef8-like_DnBV	50.7	119.0	57.0	0.0	3.0	118.0	1.0	119.0	119.0	263.0	0.441	1.0	4276.0	2-358	472.0	356.0	1.0	G471	356.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_103497									263.0	29.0	Platygaster_orseoliae:scaffold_103497	0.0	no	0.0	0.0	scaffold_103497_2-358_-__Platygaster_orseoliae					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold_1254:1670-5482(+):Platygaster_orseoliae	PoEFV	scaffold_1254:1670-5482(+):Platygaster_orseoliae	1670	5482										True			scaffold_1254		Cluster91_redefined					no	0.0	2466.0				6.0	7.0		47.0	16.0	0.3404255319148936	1271.0	scaffold_1254:1670-5482(+):Platygaster_orseoliae	PoFV_scaffold_1254_orf004	92.7	1271.0	93.0	0.0	1.0	1271.0	1.0	1271.0	1271.0	0.999	1.0	1272.0	4278.0	1670-5482	473.0	3812.0	2.0	G472	3812.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_1254									1272.0	29.0	Platygaster_orseoliae:scaffold_1254	0.0	no	0.0	0.0	scaffold_1254_1670-5482_+__Platygaster_orseoliae					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold_3866_14985-15276_-_PoEFV	PoEFV	scaffold_3866_14985-15276_-_PoEFV												True			scaffold_3866_14985-15276_-_PoEFV		Cluster91_redefined						1.079e-17	78.0				6.0	7.0		47.0	16.0	0.3404255319148936	171.0	scaffold_3866_14985-15276_-_PoEFV	AQQ80016_LbFV	47.8	86.0	44.0	0.0	954.0	1039.0	69.0	154.0	171.0	1049.0	0.082	0.503								scaffold_3866_14985-15276_-_PoEFV											29.0	scaffold_3866_14985-15276_-_PoEFV:scaffold_3866_14985-15276_-_PoEFV	0.0	no	0.0	0.0	scaffold_3866_14985-15276_-_PoEFV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold_3866_16769-16194_-_PoEFV	PoEFV	scaffold_3866_16769-16194_-_PoEFV												True			scaffold_3866_16769-16194_-_PoEFV		Cluster91_redefined						2.883e-30	116.0				6.0	7.0		47.0	16.0	0.3404255319148936	192.0	scaffold_3866_16769-16194_-_PoEFV	PoFV_scaffold_1254_orf004	35.8	192.0	121.0	0.0	510.0	699.0	1.0	192.0	192.0	1272.0	0.149	1.0								scaffold_3866_16769-16194_-_PoEFV											29.0	scaffold_3866_16769-16194_-_PoEFV:scaffold_3866_16769-16194_-_PoEFV	0.0	no	0.0	0.0	scaffold_3866_16769-16194_-_PoEFV					
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold5022|size13666:6253-9138(-):Trichoplasta	TrEFV	scaffold5022|size13666:6246-9156(-):Trichoplasta [ORF]	6253	9138		32.809380945411974	31.0	30.32343041123957	0.5877265238879736	0.5531301482701813	30.3661	33.35566025931372	30.050631033373566	False	False	False	scaffold5022|size13666	C	Cluster91_redefined	1.0	6.0	6.0	6.0	no	9.113e-235	747.0	0.0787	0.0	0.004873	6.0	7.0	0.9168241965973536	47.0	16.0	0.3404255319148936	962.0	scaffold5022|size13666:6253-9138(-):Trichoplasta	LhFV_contig_22485_orf005	41.6	1031.0	561.0	0.0	24.0	1054.0	1.0	962.0	962.0	1058.0	0.974	1.0	4302.0	6253-9138	469.0	2885.0	1.0	G468	2885.0	Trichoplasta	Trichoplasta:scaffold5022|size13666	scaffold5022|size13666:6253-9138(-):Trichoplasta	"Trichoplasta:scaffold5022|size13666_ORF.12;6246-9156(-)"	6246.0	9156.0	-	yes-inside	1.0086655112651646	1138.0	1058.0	29.0	Trichoplasta:scaffold5022|size13666	0.0	no	0.0	0.0	scaffold5022|size13666_6246-9156_-__Trichoplasta	['scaffold70212_2574-5574_-__Trybliographa', 'scaffold7953|size11583_6322-9286_-__Rhoptromeris', 'scaffold5022|size13666_6246-9156_-__Trichoplasta', 'scf7180005173345_2_942-3969_-__Leptopilina_clavipes', 'NW_025110886.1_705010-708058_+__Leptopilina_heterotoma_GCA_015476425.1', 'JADEYJ010000341.1_4178628-4181616_-__Leptopilina_boulardi_GCA_019393585.1']		0.0	NO	
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold70212:2578-5553(-):Trybliographa	TryEFV	scaffold70212:2574-5574(-):Trybliographa [ORF]	2578	5553		39.7058432934927	40.0	34.7754564895542	0.7306648575305291	0.7862957937584804	34.85995457986374	40.32785204983776	28.59421177174164	False	False	False	scaffold70212	C	Cluster91_redefined	1.0	6.0	6.0	6.0	no	3.056e-235	750.0	0.0787	0.0	0.004873	6.0	7.0	0.945179584120983	47.0	16.0	0.3404255319148936	992.0	scaffold70212:2578-5553(-):Trybliographa	LhFV_contig_22485_orf005	41.7	1030.0	578.0	0.0	25.0	1054.0	1.0	992.0	992.0	1058.0	0.974	1.0	4269.0	2578-5553	470.0	2975.0	2.0	G469	2975.0	Trybliographa	Trybliographa:scaffold70212	scaffold70212:2578-5553(-):Trybliographa	"Trybliographa:scaffold70212_ORF.8;2574-5574(-)"	2574.0	5574.0	-	yes-inside	1.0084033613445378	1159.0	1058.0	29.0	Trybliographa:scaffold70212	0.0	no	0.0	0.0	scaffold70212_2574-5574_-__Trybliographa	['scaffold70212_2574-5574_-__Trybliographa', 'scaffold7953|size11583_6322-9286_-__Rhoptromeris', 'scaffold5022|size13666_6246-9156_-__Trichoplasta', 'scf7180005173345_2_942-3969_-__Leptopilina_clavipes', 'NW_025110886.1_705010-708058_+__Leptopilina_heterotoma_GCA_015476425.1', 'JADEYJ010000341.1_4178628-4181616_-__Leptopilina_boulardi_GCA_019393585.1']		0.0	NO	
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scaffold7953|size11583:6329-9268(-):Rhoptromeris	RhEFV	scaffold7953|size11583:6322-9286(-):Rhoptromeris [ORF]	6329	9268		81.15813993615737	56.0	33.50875679406436	0.0090975254730713	0.034570596797671	51.57091121495327	51.776914289464415	29.6802682349252	False	False	False	scaffold7953|size11583	A	Cluster91_redefined	1.0	6.0	6.0	6.0	no	3.885e-238	758.0	0.0787	0.0	0.004873	6.0	7.0	0.9338374291115312	47.0	16.0	0.3404255319148936	980.0	scaffold7953|size11583:6329-9268(-):Rhoptromeris	LhFV_contig_22485_orf005	42.0	1031.0	568.0	0.0	24.0	1054.0	1.0	980.0	980.0	1058.0	0.974	1.0	4261.0	6329-9268	471.0	2939.0	2.0	G470	2939.0	Rhoptromeris	Rhoptromeris:scaffold7953|size11583	scaffold7953|size11583:6329-9268(-):Rhoptromeris	"Rhoptromeris:scaffold7953|size11583_ORF.14;6322-9286(-)"	6322.0	9286.0	-	yes-inside	1.008506294658047	1174.0	1058.0	29.0	Rhoptromeris:scaffold7953|size11583	0.0	no	1.0	1.0	scaffold7953|size11583_6322-9286_-__Rhoptromeris	['scaffold70212_2574-5574_-__Trybliographa', 'scaffold7953|size11583_6322-9286_-__Rhoptromeris', 'scaffold5022|size13666_6246-9156_-__Trichoplasta', 'scf7180005173345_2_942-3969_-__Leptopilina_clavipes', 'NW_025110886.1_705010-708058_+__Leptopilina_heterotoma_GCA_015476425.1', 'JADEYJ010000341.1_4178628-4181616_-__Leptopilina_boulardi_GCA_019393585.1']		0.0	NO	
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	scf7180005173345_2:949-3966(-):Leptopilina_clavipes	LcEFV	scf7180005173345_2:942-3969(-):Leptopilina_clavipes [ORF]	949	3966		79.36345560148605	83.0	29.249856643903456	0.281477627471384	0.3048907388137357	85.34467314655994	84.5121385818877	28.58061999959456	False	False	False	scf7180005173345_2	A	Cluster91_redefined	1.0	6.0	6.0	6.0	no	5.3449999999999995e-238	758.0	0.0787	0.0	0.004873	6.0	7.0	0.9500941619585688	47.0	16.0	0.3404255319148936	1006.0	scf7180005173345_2:949-3966(-):Leptopilina_clavipes	LhFV_contig_22485_orf005	42.0	1032.0	580.0	0.0	23.0	1054.0	5.0	1005.0	1006.0	1058.0	0.975	0.995	4257.0	949-3966	474.0	3017.0	2.0	G473	3017.0	Leptopilina_clavipes	Leptopilina_clavipes:scf7180005173345_2	scf7180005173345_2:949-3966(-):Leptopilina_clavipes	"Leptopilina_clavipes:scf7180005173345_2_ORF.14;942-3969(-)"	942.0	3969.0	-	yes-inside	1.003314550878356	1245.0	1062.0	29.0	Leptopilina_clavipes:scf7180005173345_2	1.0	yes	0.0	1.0	scf7180005173345_2_942-3969_-__Leptopilina_clavipes	['scaffold70212_2574-5574_-__Trybliographa', 'scaffold7953|size11583_6322-9286_-__Rhoptromeris', 'scaffold5022|size13666_6246-9156_-__Trichoplasta', 'scf7180005173345_2_942-3969_-__Leptopilina_clavipes', 'NW_025110886.1_705010-708058_+__Leptopilina_heterotoma_GCA_015476425.1', 'JADEYJ010000341.1_4178628-4181616_-__Leptopilina_boulardi_GCA_019393585.1']		0.0	NO	
Cluster1614-Cluster91_redefined	LbFVorf96 (lef-8)	VOOK01001636.1:45933-48974(-):Leptopilina_heterotoma_GCA_009602685	Leptopilina_heterotoma_GCA_009602685	VOOK01001636.1:45929-48977(-):Leptopilina_heterotoma_GCA_009602685 [ORF]	45933	48974										True			VOOK01001636.1		Cluster91_redefined					no	2.191e-236	754.0				6.0	7.0	0.9566854990583804	47.0	16.0	0.3404255319148936	1014.0	VOOK01001636.1:45933-48974(-):Leptopilina_heterotoma_GCA_009602685	LhFV_contig_22485_orf005	41.9	1032.0	586.0	0.0	23.0	1054.0	5.0	1013.0	1014.0	1058.0	0.975	0.995	4301.0	45933-48974	468.0	3041.0	2.0	G467	3041.0	Leptopilina_heterotoma_GCA_009602685	Leptopilina_heterotoma_GCA_009602685:VOOK01001636.1	VOOK01001636.1:45933-48974(-):Leptopilina_heterotoma_GCA_009602685	"Leptopilina_heterotoma_GCA_009602685:VOOK01001636.1_ORF.38;45929-48977(-)"	45929.0	48977.0	-	yes-inside	1.0023018743834264	944.0	1062.0	29.0	Leptopilina_heterotoma_GCA_009602685:VOOK01001636.1	4.0	yes	0.0	4.0	VOOK01001636.1_45929-48977_-__Leptopilina_heterotoma_GCA_009602685					
Cluster1615		CcFV1_orf045	CcFV1	CcFV1_orf045	46944	48386	-									True			CcFV1		Cluster1615						1.834e-24	106.0				0.0	2.0		2.0	0.0	0.0	481.0	CcFV1_orf045	CcFV2_orf037	20.4	474.0	374.0	0.0	15.0	488.0	6.0	476.0	481.0	496.0	0.956	0.979								CcFV1											2.0	CcFV1_orf045:CcFV1_orf045	0.0	no	0.0	0.0	CcFV1_orf045					101121.0
Cluster1615		CcFV2_orf037	CcFV2	CcFV2_orf037	51648	53135	-									True			CcFV2		Cluster1615						1.834e-24	106.0				0.0	2.0		2.0	0.0	0.0	496.0	CcFV2_orf037	CcFV1_orf045	20.4	474.0	374.0	0.0	6.0	476.0	15.0	488.0	496.0	0.979	0.956	481.0								CcFV2											2.0	CcFV2_orf037:CcFV2_orf037	0.0	no	0.0	0.0	CcFV2_orf037					137848.0
Cluster1616		PcFV_scaffold_1710_orf031	PcFV	PcFV_scaffold_1710_orf031	37324	37641	+									True			scaffold_1710		Cluster1616						8.819e-07	41.0				0.0	1.0		1.0	0.0	0.0	106.0	PcFV_scaffold_1710_orf031	PcFV_scaffold_10218_orf001	64.5	30.0	10.0	0.0	12.0	41.0	16.0	45.0	106.0	0.556	0.283	54.0								PcFV											1.0	PcFV_scaffold_1710_orf031:PcFV_scaffold_1710_orf031	0.0	no	0.0	0.0	PcFV_scaffold_1710_orf031					43838.0
Cluster1617		PcFV_scaffold_2714_orf001	PcFV	PcFV_scaffold_2714_orf001	636	1049	+									True			scaffold_2714		Cluster1617											0.0	1.0		1.0	0.0	0.0																							PcFV											1.0	PcFV_scaffold_2714_orf001:PcFV_scaffold_2714_orf001	0.0	no	0.0	0.0	PcFV_scaffold_2714_orf001					17552.0
Cluster1620		AAN04302_HzNV-1	HzNV-1	AAN04302_HzNV-1												True			AAN04302_HzNV-1		Cluster1620											0.0	0.0		1.0	0.0	0.0																							AAN04302_HzNV-1											1.0	AAN04302_HzNV-1:AAN04302_HzNV-1	0.0	no	0.0	0.0	AAN04302_HzNV-1					
Cluster1621		EfFV_orf103	EfFV	EfFV_orf103	114268	114546	+									True			EfFV		Cluster1621											0.0	1.0		1.0	0.0	0.0																							EfFV											1.0	EfFV_orf103:EfFV_orf103	0.0	no	0.0	0.0	EfFV_orf103					164366.0
Cluster1622		EfFV_orf080	EfFV	EfFV_orf080	87500	87658	-									True			EfFV		Cluster1622											0.0	1.0		1.0	0.0	0.0																							EfFV											1.0	EfFV_orf080:EfFV_orf080	0.0	no	0.0	0.0	EfFV_orf080					164366.0
Cluster1623		LhFV_contig_223_orf022	LhFV	LhFV_contig_223_orf022	21089	21454	+									True			contig_223		Cluster1623											0.0	1.0		1.0	0.0	0.0																							LhFV											1.0	LhFV_contig_223_orf022:LhFV_contig_223_orf022	0.0	no	0.0	0.0	LhFV_contig_223_orf022					29250.0
Cluster1624		LhFV_contig_682_orf005	LhFV	LhFV_contig_682_orf005	5071	6042	-									True			contig_682		Cluster1624						4.481e-200	613.0				0.0	1.0		2.0	0.0	0.0	324.0	LhFV_contig_682_orf005	MT496835.1_4826_5788_-_DFV	90.7	323.0	30.0	0.0	1.0	320.0	1.0	323.0	324.0	0.997	0.997	321.0								LhFV											2.0	LhFV_contig_682_orf005:LhFV_contig_682_orf005	0.0	no	0.0	0.0	LhFV_contig_682_orf005					12802.0
Cluster1624		MT496835.1_4826_5788_-_DFV	DFV	MT496835.1_4826_5788_-_DFV												True			MT496835.1_4826_5788_-_DFV		Cluster1624						4.481e-200	613.0				0.0	1.0		2.0	0.0	0.0	321.0	MT496835.1_4826_5788_-_DFV	LhFV_contig_682_orf005	90.7	323.0	30.0	0.0	1.0	323.0	1.0	320.0	321.0	324.0	0.997	0.997								MT496835.1_4826_5788_-_DFV											2.0	MT496835.1_4826_5788_-_DFV:MT496835.1_4826_5788_-_DFV	0.0	no	0.0	0.0	MT496835.1_4826_5788_-_DFV					
Cluster1625		B2YFZ2_MdSGHV	MdSGHV	B2YFZ2_MdSGHV												True			B2YFZ2_MdSGHV		Cluster1625											0.0	0.0		1.0	0.0	0.0																							B2YFZ2_MdSGHV											1.0	B2YFZ2_MdSGHV:B2YFZ2_MdSGHV	0.0	no	0.0	0.0	B2YFZ2_MdSGHV					
Cluster1626		CcFV1_orf0101	CcFV1	CcFV1_orf0101	98284	98445	-									True			CcFV1		Cluster1626						4.152e-05	36.0				0.0	1.0		1.0	0.0	0.0	54.0	CcFV1_orf0101	CcFV1_orf018	100.0	16.0	0.0	0.0	131.0	146.0	1.0	16.0	54.0	147.0	0.109	0.296								CcFV1											1.0	CcFV1_orf0101:CcFV1_orf0101	0.0	no	0.0	0.0	CcFV1_orf0101					101121.0
Cluster1627		EfFV_orf102	EfFV	EfFV_orf102	111681	113753	+									True			EfFV		Cluster1627											0.0	1.0		1.0	0.0	0.0																							EfFV											1.0	EfFV_orf102:EfFV_orf102	0.0	no	0.0	0.0	EfFV_orf102					164366.0
Cluster1629		Q6JK86_NeseNPV	NeseNPV	Q6JK86_NeseNPV												True			Q6JK86_NeseNPV		Cluster1629											0.0	0.0		1.0	0.0	0.0																							Q6JK86_NeseNPV											1.0	Q6JK86_NeseNPV:Q6JK86_NeseNPV	0.0	no	0.0	0.0	Q6JK86_NeseNPV					
Cluster163		YP_009220530_WSSV	WSSV	YP_009220530_WSSV												True			YP_009220530_WSSV		Cluster163											0.0	0.0		1.0	0.0	0.0																							YP_009220530_WSSV											1.0	YP_009220530_WSSV:YP_009220530_WSSV	0.0	no	0.0	0.0	YP_009220530_WSSV					
Cluster1630		B0YLG8_GpSGHV	GpSGHV	B0YLG8_GpSGHV												True			B0YLG8_GpSGHV		Cluster1630											0.0	0.0		1.0	0.0	0.0																							B0YLG8_GpSGHV											1.0	B0YLG8_GpSGHV:B0YLG8_GpSGHV	0.0	no	0.0	0.0	B0YLG8_GpSGHV					
